function_id,architecture,record,runtime_address,file_offset,size,name,callers,callees,parameters,return_value,side_effects,confidence,sources,name_evidence,size_evidence,unresolved_reason
record1-8051:0x002D,MCS-51/8051,1,0x0000002D,0x0000808D,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x007B,MCS-51/8051,1,0x0000007B,0x000080DB,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,0x00000946,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x011E,MCS-51/8051,1,0x0000011E,0x0000817E,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0200,MCS-51/8051,1,0x00000200,0x00008260,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0204,MCS-51/8051,1,0x00000204,0x00008264,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0227,MCS-51/8051,1,0x00000227,0x00008287,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x02C4,MCS-51/8051,1,0x000002C4,0x00008324,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,0x00000946,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x033D,MCS-51/8051,1,0x0000033D,0x0000839D,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0342,MCS-51/8051,1,0x00000342,0x000083A2,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0347,MCS-51/8051,1,0x00000347,0x000083A7,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x037B,MCS-51/8051,1,0x0000037B,0x000083DB,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x03B2,MCS-51/8051,1,0x000003B2,0x00008412,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x03C9,MCS-51/8051,1,0x000003C9,0x00008429,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,Ghidra,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x03E7,MCS-51/8051,1,0x000003E7,0x00008447,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,Ghidra,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x03EE,MCS-51/8051,1,0x000003EE,0x0000844E,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,Ghidra,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x03F1,MCS-51/8051,1,0x000003F1,0x00008451,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,0x00000946,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,Ghidra,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x067E,MCS-51/8051,1,0x0000067E,0x000086DE,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x06A4,MCS-51/8051,1,0x000006A4,0x00008704,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x06BD,MCS-51/8051,1,0x000006BD,0x0000871D,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x06EA,MCS-51/8051,1,0x000006EA,0x0000874A,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x06FC,MCS-51/8051,1,0x000006FC,0x0000875C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x071E,MCS-51/8051,1,0x0000071E,0x0000877E,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0730,MCS-51/8051,1,0x00000730,0x00008790,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0785,MCS-51/8051,1,0x00000785,0x000087E5,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x079B,MCS-51/8051,1,0x0000079B,0x000087FB,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x07B1,MCS-51/8051,1,0x000007B1,0x00008811,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x083C,MCS-51/8051,1,0x0000083C,0x0000889C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,0x00002254,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x087B,MCS-51/8051,1,0x0000087B,0x000088DB,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x08CE,MCS-51/8051,1,0x000008CE,0x0000892E,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x08DC,MCS-51/8051,1,0x000008DC,0x0000893C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x08ED,MCS-51/8051,1,0x000008ED,0x0000894D,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0900,MCS-51/8051,1,0x00000900,0x00008960,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0913,MCS-51/8051,1,0x00000913,0x00008973,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0933,MCS-51/8051,1,0x00000933,0x00008993,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,cross-tool,Ghidra|raw-8051-CFG,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
record1-8051:0x0963,MCS-51/8051,1,0x00000963,0x000089C3,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; SFR/XDATA map incomplete,single-tool,Ghidra,none,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; XDATA/SFR side effects not exhaustively assigned; caller ownership uses nearest recovered structural entry; computed dispatch remains unresolved; semantic name unavailable; no analyzer established an end boundary
